Event_Slug,Target_Month,Target_Year,Option,Date,Implied_Probability,Actual_Fed_Rate,Rate_Shift,Bin_Type,Implied_Fed_Rate_Target,Math_Bounds,raw_mu,raw_sigma,smoothed_mu,smoothed_sigma
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-11,0.49,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.442509018110997,0.08,5.445296312667474,0.08274752882030223
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-11,0.025,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.442509018110997,0.08,5.445296312667474,0.08274752882030223
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-11,0.025,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.442509018110997,0.08,5.445296312667474,0.08274752882030223
fed-interest-rates-march-2024,March,2024,No change,2024-02-11,0.5225,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.442509018110997,0.08,5.445296312667474,0.08274752882030223
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-12,0.49,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.442509018089588,0.08,5.444367214474846,0.08183168588020148
fed-interest-rates-march-2024,March,2024,No change,2024-02-12,0.5225,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.442509018089588,0.08,5.444367214474846,0.08183168588020148
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-12,0.025,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.442509018089588,0.08,5.444367214474846,0.08183168588020148
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-12,0.025,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.442509018089588,0.08,5.444367214474846,0.08183168588020148
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-13,0.025,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.442509018111302,0.08,5.443747815686998,0.08122112392013434
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-13,0.025,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.442509018111302,0.08,5.443747815686998,0.08122112392013434
fed-interest-rates-march-2024,March,2024,No change,2024-02-13,0.5225,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.442509018111302,0.08,5.443747815686998,0.08122112392013434
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-13,0.49,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.442509018111302,0.08,5.443747815686998,0.08122112392013434
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-14,0.025,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.442509018110817,0.08,5.443334883161604,0.0808140826134229
fed-interest-rates-march-2024,March,2024,No change,2024-02-14,0.5225,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.442509018110817,0.08,5.443334883161604,0.0808140826134229
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-14,0.025,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.442509018110817,0.08,5.443334883161604,0.0808140826134229
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-14,0.49,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.442509018110817,0.08,5.443334883161604,0.0808140826134229
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-15,0.025,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.442509018111302,0.08,5.443059594811504,0.08054272174228194
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-15,0.025,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.442509018111302,0.08,5.443059594811504,0.08054272174228194
fed-interest-rates-march-2024,March,2024,No change,2024-02-15,0.5225,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.442509018111302,0.08,5.443059594811504,0.08054272174228194
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-15,0.49,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.442509018111302,0.08,5.443059594811504,0.08054272174228194
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-16,0.025,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.442509018111649,0.08,5.442876069244885,0.08036181449485463
fed-interest-rates-march-2024,March,2024,No change,2024-02-16,0.5225,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.442509018111649,0.08,5.442876069244885,0.08036181449485463
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-16,0.025,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.442509018111649,0.08,5.442876069244885,0.08036181449485463
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-16,0.49,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.442509018111649,0.08,5.442876069244885,0.08036181449485463
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-17,0.04,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.499632547919797,0.08,5.461794895469856,0.08024120966323642
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-17,0.025,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.499632547919797,0.08,5.461794895469856,0.08024120966323642
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-17,0.025,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.499632547919797,0.08,5.461794895469856,0.08024120966323642
fed-interest-rates-march-2024,March,2024,No change,2024-02-17,0.96,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.499632547919797,0.08,5.461794895469856,0.08024120966323642
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-18,0.01,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.501091921983757,0.08,5.474893904307823,0.08016080644215762
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-18,0.0105,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.501091921983757,0.08,5.474893904307823,0.08016080644215762
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-18,0.035,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.501091921983757,0.08,5.474893904307823,0.08016080644215762
fed-interest-rates-march-2024,March,2024,No change,2024-02-18,0.965,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.501091921983757,0.08,5.474893904307823,0.08016080644215762
fed-interest-rates-march-2024,March,2024,No change,2024-02-19,0.962,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.501483586375977,0.08,5.483757131663874,0.08010720429477175
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-19,0.035,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.501483586375977,0.08,5.483757131663874,0.08010720429477175
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-19,0.016,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.501483586375977,0.08,5.483757131663874,0.08010720429477175
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-19,0.01,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.501483586375977,0.08,5.483757131663874,0.08010720429477175
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-20,0.01,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.50148446810984,0.08,5.48966624381253,0.08007146952984784
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-20,0.016,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.50148446810984,0.08,5.48966624381253,0.08007146952984784
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-20,0.035,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.50148446810984,0.08,5.48966624381253,0.08007146952984784
fed-interest-rates-march-2024,March,2024,No change,2024-02-20,0.9615,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.50148446810984,0.08,5.48966624381253,0.08007146952984784
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-21,0.0105,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.50225055144767,0.08,5.493861013024244,0.08004764635323189
fed-interest-rates-march-2024,March,2024,No change,2024-02-21,0.9615,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.50225055144767,0.08,5.493861013024244,0.08004764635323189
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-21,0.04,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.50225055144767,0.08,5.493861013024244,0.08004764635323189
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-21,0.026,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.50225055144767,0.08,5.493861013024244,0.08004764635323189
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-22,0.0105,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.500290792507569,0.08,5.496004272852019,0.08003176423548794
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-22,0.04,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.500290792507569,0.08,5.496004272852019,0.08003176423548794
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-22,0.0415,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.500290792507569,0.08,5.496004272852019,0.08003176423548794
fed-interest-rates-march-2024,March,2024,No change,2024-02-22,0.9345,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.500290792507569,0.08,5.496004272852019,0.08003176423548794
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-23,0.0415,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.500193184529298,0.08,5.497400576744446,0.08002117615699197
fed-interest-rates-march-2024,March,2024,No change,2024-02-23,0.9345,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.500193184529298,0.08,5.497400576744446,0.08002117615699197
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-23,0.0105,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.500193184529298,0.08,5.497400576744446,0.08002117615699197
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-23,0.0405,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.500193184529298,0.08,5.497400576744446,0.08002117615699197
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-24,0.0415,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.500389385355764,0.08,5.498396846281552,0.08001411743799466
fed-interest-rates-march-2024,March,2024,No change,2024-02-24,0.9365,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.500389385355764,0.08,5.498396846281552,0.08001411743799466
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-24,0.01,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.500389385355764,0.08,5.498396846281552,0.08001411743799466
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-24,0.0395,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.500389385355764,0.08,5.498396846281552,0.08001411743799466
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-25,0.01,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.501301844095808,0.08,5.499365178886304,0.08000941162532979
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-25,0.0415,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.501301844095808,0.08,5.499365178886304,0.08000941162532979
fed-interest-rates-march-2024,March,2024,No change,2024-02-25,0.9445,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.501301844095808,0.08,5.499365178886304,0.08000941162532979
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-25,0.035,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.501301844095808,0.08,5.499365178886304,0.08000941162532979
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-26,0.0405,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.501211817640102,0.08,5.49998072513757,0.08000627441688654
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-26,0.0345,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.501211817640102,0.08,5.49998072513757,0.08000627441688654
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-26,0.0095,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.501211817640102,0.08,5.49998072513757,0.08000627441688654
fed-interest-rates-march-2024,March,2024,No change,2024-02-26,0.954,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.501211817640102,0.08,5.49998072513757,0.08000627441688654
fed-interest-rates-march-2024,March,2024,No change,2024-02-27,0.9535,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.501318050491673,0.08,5.500426500255605,0.08000418294459102
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-27,0.034,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.501318050491673,0.08,5.500426500255605,0.08000418294459102
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-27,0.0405,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.501318050491673,0.08,5.500426500255605,0.08000418294459102
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-27,0.0095,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.501318050491673,0.08,5.500426500255605,0.08000418294459102
fed-interest-rates-march-2024,March,2024,No change,2024-02-28,0.954,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.501458310385611,0.08,5.500770436965608,0.08000278862972734
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-28,0.034,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.501458310385611,0.08,5.500770436965608,0.08000278862972734
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-28,0.0035,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.501458310385611,0.08,5.500770436965608,0.08000278862972734
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-28,0.041,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.501458310385611,0.08,5.500770436965608,0.08000278862972734
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-02-29,0.0035,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.500947592527504,0.08,5.500829488819574,0.08000185908648491
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-02-29,0.039,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.500947592527504,0.08,5.500829488819574,0.08000185908648491
fed-interest-rates-march-2024,March,2024,No change,2024-02-29,0.9545,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.500947592527504,0.08,5.500829488819574,0.08000185908648491
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-02-29,0.0345,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.500947592527504,0.08,5.500829488819574,0.08000185908648491
fed-interest-rates-march-2024,March,2024,No change,2024-03-01,0.9545,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.504447819136851,0.08,5.502035598925334,0.08000123939098994
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-03-01,0.0345,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.504447819136851,0.08,5.502035598925334,0.08000123939098994
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-03-01,0.0035,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.504447819136851,0.08,5.502035598925334,0.08000123939098994
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-01,0.025,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.504447819136851,0.08,5.502035598925334,0.08000123939098994
fed-interest-rates-march-2024,March,2024,No change,2024-03-02,0.954,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.5010200210345,0.08,5.501697072961723,0.08000082626065996
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-02,0.0225,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.5010200210345,0.08,5.501697072961723,0.08000082626065996
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-03-02,0.003,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.5010200210345,0.08,5.501697072961723,0.08000082626065996
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-03-02,0.0335,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.5010200210345,0.08,5.501697072961723,0.08000082626065996
fed-interest-rates-march-2024,March,2024,No change,2024-03-03,0.9545,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.502741205930117,0.08,5.5020451172845215,0.08000055084043997
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-03-03,0.0025,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.502741205930117,0.08,5.5020451172845215,0.08000055084043997
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-03,0.0205,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.502741205930117,0.08,5.5020451172845215,0.08000055084043997
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-03-03,0.031,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.502741205930117,0.08,5.5020451172845215,0.08000055084043997
fed-interest-rates-march-2024,March,2024,No change,2024-03-04,0.961,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.502660491566197,0.08,5.50225024204508,0.08000036722696
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-03-04,0.0295,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.502660491566197,0.08,5.50225024204508,0.08000036722696
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-03-04,0.0025,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.502660491566197,0.08,5.50225024204508,0.08000036722696
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-04,0.0185,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.502660491566197,0.08,5.50225024204508,0.08000036722696
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-03-05,0.0025,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.503181362513727,0.08,5.502560615534629,0.08000024481797333
fed-interest-rates-march-2024,March,2024,No change,2024-03-05,0.961,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.503181362513727,0.08,5.502560615534629,0.08000024481797333
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-03-05,0.029,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.503181362513727,0.08,5.502560615534629,0.08000024481797333
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-05,0.0185,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.503181362513727,0.08,5.502560615534629,0.08000024481797333
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-06,0.0185,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.50583895930768,0.08,5.503653396792313,0.08000016321198222
fed-interest-rates-march-2024,March,2024,No change,2024-03-06,0.963,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.50583895930768,0.08,5.503653396792313,0.08000016321198222
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-03-06,0.0025,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.50583895930768,0.08,5.503653396792313,0.08000016321198222
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-03-06,0.0255,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.50583895930768,0.08,5.503653396792313,0.08000016321198222
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-03-07,0.0025,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.50537234490062,0.08,5.504226379495082,0.08000010880798816
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-03-07,0.026,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.50537234490062,0.08,5.504226379495082,0.08000010880798816
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-07,0.0185,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.50537234490062,0.08,5.504226379495082,0.08000010880798816
fed-interest-rates-march-2024,March,2024,No change,2024-03-07,0.9625,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.50537234490062,0.08,5.504226379495082,0.08000010880798816
fed-interest-rates-march-2024,March,2024,No change,2024-03-08,0.9625,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.50537234371146,0.08,5.504608367567208,0.08000007253865879
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-08,0.0185,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.50537234371146,0.08,5.504608367567208,0.08000007253865879
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-03-08,0.026,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.50537234371146,0.08,5.504608367567208,0.08000007253865879
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-03-08,0.0025,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.50537234371146,0.08,5.504608367567208,0.08000007253865879
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-09,0.018,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.511701681586092,0.08,5.506972805573502,0.08000004835910587
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-03-09,0.022,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.511701681586092,0.08,5.506972805573502,0.08000004835910587
fed-interest-rates-march-2024,March,2024,No change,2024-03-09,0.969,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.511701681586092,0.08,5.506972805573502,0.08000004835910587
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-03-09,0.002,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.511701681586092,0.08,5.506972805573502,0.08000004835910587
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-03-10,0.022,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.507187746828554,0.08,5.50704445265852,0.08000003223940391
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-03-10,0.0015,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.507187746828554,0.08,5.50704445265852,0.08000003223940391
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-10,0.0075,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.507187746828554,0.08,5.50704445265852,0.08000003223940391
fed-interest-rates-march-2024,March,2024,No change,2024-03-10,0.9715,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.507187746828554,0.08,5.50704445265852,0.08000003223940391
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-03-11,0.0015,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.506198657669569,0.08,5.506762520995537,0.08000002149293595
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-11,0.0055,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.506198657669569,0.08,5.506762520995537,0.08000002149293595
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-03-11,0.0215,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.506198657669569,0.08,5.506762520995537,0.08000002149293595
fed-interest-rates-march-2024,March,2024,No change,2024-03-11,0.9705,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.506198657669569,0.08,5.506762520995537,0.08000002149293595
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-03-12,0.0015,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.508587493199819,0.08,5.507370845063631,0.08000001432862397
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-12,0.0055,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.508587493199819,0.08,5.507370845063631,0.08000001432862397
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-03-12,0.0195,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.508587493199819,0.08,5.507370845063631,0.08000001432862397
fed-interest-rates-march-2024,March,2024,No change,2024-03-12,0.973,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.508587493199819,0.08,5.507370845063631,0.08000001432862397
fed-interest-rates-march-2024,March,2024,No change,2024-03-13,0.986,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.495665769879513,0.08,5.503469153335592,0.08000000955241598
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-13,0.0045,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.495665769879513,0.08,5.503469153335592,0.08000000955241598
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-03-13,0.0015,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.495665769879513,0.08,5.503469153335592,0.08000000955241598
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-03-13,0.012,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.495665769879513,0.08,5.503469153335592,0.08000000955241598
fed-interest-rates-march-2024,March,2024,No change,2024-03-14,0.9875,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.495667541341148,0.08,5.5008686160041105,0.08000000636827734
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-03-14,0.012,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.495667541341148,0.08,5.5008686160041105,0.08000000636827734
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-14,0.0045,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.495667541341148,0.08,5.5008686160041105,0.08000000636827734
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-03-14,0.0015,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.495667541341148,0.08,5.5008686160041105,0.08000000636827734
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-15,0.004,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.495229083057925,0.08,5.498988771688715,0.08000000424551823
fed-interest-rates-march-2024,March,2024,No change,2024-03-15,0.984,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.495229083057925,0.08,5.498988771688715,0.08000000424551823
fed-interest-rates-march-2024,March,2024,25 bps decrease,2024-03-15,0.012,5.5,-0.25,Exact_Bin,5.25,"(5.1875, 5.4375)",5.495229083057925,0.08,5.498988771688715,0.08000000424551823
fed-interest-rates-march-2024,March,2024,50+ bps decrease,2024-03-15,0.0015,5.5,-0.5,Lower_Bound,5.0,"(-inf, 4.9375)",5.495229083057925,0.08,5.498988771688715,0.08000000424551823
fed-interest-rates-march-2024,March,2024,25+ bps increase,2024-03-16,0.0045,5.5,0.25,Upper_Bound,5.75,"(5.5625, inf)",5.522717643153093,0.08,5.5068983955101745,0.0800000028303455
fed-interest-rates-march-2024,March,2024,No change,2024-03-16,0.9835,5.5,0.0,Exact_Bin,5.5,"(5.4375, 5.5625)",5.522717643153093,0.08,5.5068983955101745,0.0800000028303455
